"Associations Between Internet Attachment, Cyber Victimization, and Internalizing Symptoms Among Adolescents",psychology,social psychology,the internet
A hybrid decoding of Reed–Muller codes,NA,NA,NA
A fast connected component algorithm based on hub contraction,engineering,data mining,theoretical computer science
Joint pricing and location decisions in a heterogeneous market,mathematics,microeconomics,homogeneity
Learning what matters - Sampling interesting patterns,computer science,artificial intelligence,data mining
Quantum synchronization of chaotic oscillator behaviors among coupled BEC–optomechanical systems,NA,NA,NA
Modeling and Learning Distributed Word Representation with Metadata for Question Retrieval,computer science,artificial intelligence,data mining
Efficient Integrity Verification of Secure Outsourced kNN Computation in Cloud Environments,computer science,data mining,computer security
Effects of quizzes in marking supported e-learning,computer science,artificial intelligence,real time computing
Project Management Method Adoption: A Service Industry Case Study,engineering,knowledge management,management science
Automatic segmentation of the left atrium from MR images via semantic information,computer science,artificial intelligence,computer vision
Introducing Mood Self-Tracking at Work: Empirical Insights from Call Centers,computer science,human computer interaction,simulation
Cooperative Mechanism for Energy Transportation and Storage in Internet of Energy,computer science,distributed computing,the internet
Combining 3D joints Moving Trend and Geometry property for human action recognition,engineering,data mining,data science
15 Years of Enterprise Architecting at HICSS: Revisiting the Critical Problems,computer science,knowledge management,management science
Software defined networking-based one-packet DDoS mitigation architecture,computer science,real time computing,computer network
Tag SNP selection using clonal selection and majority voting algorithms,computer science,bioinformatics,support vector machine
A Spinning Current Circuit for Hall Measurements Down to the Nanotesla Range,mathematics,electronic engineering,modulation
Distributed Voronoi Neighbor Identification From Inter-Robot Distances,computer science,artificial intelligence,machine learning
Transmembrane Region Prediction with Hydropathy Index/Charge Two-Dimensional Trajectories of Stochastic Dynamical Systems,mathematics,mathematical optimization,transmembrane protein
Differential privacy and generalization: Sharper bounds with applications,NA,NA,NA
Data Predictive Control for building energy management,computer science,mathematical optimization,control engineering
ColorCodeAR: Large identifiable ColorCode-based augmented reality system,engineering,data science,science technology and society
A multi-objective genetic type-2 fuzzy extreme learning system for the identification of nonlinear dynamic systems,computer science,artificial intelligence,machine learning
Bézier developable surfaces,NA,NA,NA
Enabling Secure XMPP Communications in Federated IoT Clouds Through XEP 0027 and SAML/SASL SSO,computer science,computer security,the internet
A hybrid hierarchical framework for classification of breast density using digitized film screen mammograms,computer science,artificial intelligence,pattern recognition
Situation awareness in a smart home environment,computer science,computer security,embedded system
Biased PNG with Terminal-Angle Constraint for Intercepting Nonmaneuvering Targets Under Physical Constraints,mathematics,control theory,control engineering
A Progressive Approach to Design Authentication Protocols for Mobile Heterogeneous Networks,computer science,distributed computing,computer network
An approach to learn hand movements for robot actions from human demonstrations,engineering,artificial intelligence,computer vision
